Rk,elevation,Team,Key,Year,SO,W,L,WL,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,ROE,HBP,BK,WP,BF,WHIP,SOnine,SOBB,AB,H,twB,thB,HR,SB,CS,BA,OBP,SLG,OPS,BB,TB,GDP,HBP,SH,SF,IBB,BAbip,tOPS,sOPS
33,5183,SDP,SDP2015,2015,83,5,5,0.5,4.64,44,10,10,0,0,2,85.1,94,52,44,8,33,2,3,0,0,8,371,1.488,8.75,2.52,331,94,18,6,8,8,4,0.284,0.345,0.447,0.792,33,148,8,0,3,4,2,0.352,115,87
45,5183,SDP,SDP2016,2016,72,3,6,0.333,5.59,35,9,9,0,0,1,75.2,85,49,47,15,33,2,3,1,0,2,342,1.559,8.56,2.18,307,85,19,3,15,5,2,0.277,0.348,0.505,0.853,33,155,6,1,0,1,2,0.317,125,99
88,5183,SDP,SDP2017,2017,55,3,6,0.333,7.56,42,9,9,0,0,1,75,93,67,63,17,37,2,3,2,0,3,345,1.733,6.6,1.49,300,93,15,4,17,2,0,0.31,0.384,0.557,0.94,37,167,11,2,1,5,2,0.326,142,126
35,5183,SDP,SDP2018,2018,81,4,5,0.444,4.34,39,9,9,0,0,3,76.2,72,45,37,10,25,1,5,1,0,1,321,1.265,9.51,3.24,286,72,7,6,10,9,1,0.252,0.309,0.423,0.732,25,121,11,1,4,5,1,0.31,97,80
28,5183,SDP,SDP2019,2019,88,3,7,0.3,10.67,52,10,10,0,0,2,86,143,104,102,22,37,6,1,6,1,10,440,2.093,9.21,2.38,386,143,34,4,22,3,2,0.37,0.428,0.65,1.078,37,251,2,6,5,6,6,0.429,187,143
66,5183,SDP,SDP2020,2020,61,4,3,0.571,3.88,33,7,7,0,0,1,60.1,72,32,26,8,17,0,0,0,1,2,261,1.475,9.1,3.59,243,72,5,1,8,1,1,0.296,0.341,0.424,0.765,17,103,5,0,0,1,0,0.366,122,89
418,5183,SEA,SEA1997,1997,14,0,2,0,7.16,6,2,2,0,0,0,16.1,23,15,13,5,3,0,0,1,0,2,75,1.592,7.71,4.67,71,23,2,1,5,2,0,0.324,0.36,0.592,0.952,3,42,2,1,0,0,0,0.346,142,109
460,5183,SEA,SEA1999,1999,9,2,1,0.667,6.23,9,3,3,0,0,2,26,31,23,18,8,10,0,3,0,0,1,116,1.577,3.12,0.9,104,31,3,0,8,2,1,0.298,0.357,0.558,0.914,10,58,5,0,1,1,0,0.261,120,91
432,5183,SEA,SEA2001,2001,13,2,1,0.667,5.19,9,3,3,0,0,1,26,29,18,15,3,9,1,3,2,0,0,118,1.462,4.5,1.44,102,29,6,0,3,2,0,0.284,0.351,0.431,0.782,9,44,2,2,4,1,1,0.299,131,74
438,5183,SEA,SEA2009,2009,13,0,3,0,5.25,9,3,3,0,0,0,24,30,18,14,1,15,1,1,2,0,1,119,1.875,4.88,0.87,95,30,8,0,1,2,1,0.316,0.409,0.432,0.84,15,41,2,2,4,3,1,0.345,139,113
258,5183,SEA,SEA2012,2012,23,3,0,1,2.33,9,3,2,1,1,0,27,19,7,7,3,4,0,0,2,0,2,104,0.852,7.67,5.75,98,19,4,0,3,3,0,0.194,0.24,0.327,0.567,4,32,1,2,0,0,0,0.222,61,31
177,5183,SEA,SEA2015,2015,29,2,1,0.667,5.65,16,3,3,0,0,1,28.2,36,18,18,5,9,1,0,1,0,0,128,1.57,9.1,3.22,118,36,8,0,5,4,1,0.305,0.359,0.5,0.859,9,59,2,1,0,0,1,0.369,133,102
465,5183,SEA,SEA2017,2017,8,2,0,1,4.5,12,2,2,0,0,1,18,14,9,9,2,8,0,0,0,0,3,72,1.222,4,1,64,14,4,1,2,0,1,0.219,0.306,0.406,0.712,8,26,3,0,0,0,0,0.222,90,72
365,5183,SEA,SEA2018,2018,18,0,3,0,6.38,13,3,3,0,0,0,24,33,18,17,4,7,1,0,1,0,1,108,1.667,6.75,2.57,98,33,7,2,4,3,1,0.337,0.383,0.571,0.955,7,56,4,1,1,1,1,0.377,161,133
21,5183,SFG,SFG1993,1993,39,6,1,0.857,3.92,20,7,7,0,0,3,62,56,32,27,7,13,0,6,4,2,2,249,1.113,5.66,3,230,56,7,5,7,1,5,0.243,0.294,0.409,0.703,13,94,7,4,1,1,0,0.265,100,64
2,5183,SFG,SFG1994,1994,11,2,1,0.667,3.12,7,3,3,0,0,0,26,21,10,9,2,8,0,0,2,0,1,105,1.115,3.81,1.38,93,21,6,2,2,4,0,0.226,0.295,0.398,0.693,8,37,3,2,0,2,0,0.232,85,63
135,5183,SFG,SFG1995,1995,36,2,5,0.286,8.84,29,7,7,0,0,1,58,89,58,57,15,28,5,2,4,0,1,285,2.017,5.59,1.29,248,89,23,3,15,2,5,0.359,0.426,0.657,1.083,28,163,4,4,1,4,5,0.368,173,135
149,5183,SFG,SFG1996,1996,32,2,4,0.333,6.3,20,6,6,0,0,1,50,62,36,35,6,13,1,2,3,1,3,219,1.5,5.76,2.46,197,62,18,3,6,5,5,0.315,0.363,0.528,0.891,13,104,5,3,4,2,1,0.348,125,91
174,5183,SFG,SFG1997,1997,29,3,3,0.5,5.65,24,6,6,0,0,1,51,57,33,32,9,22,2,3,2,0,3,228,1.549,5.12,1.32,199,57,6,3,9,3,4,0.286,0.358,0.482,0.841,22,96,5,2,2,3,2,0.293,122,87
210,5183,SFG,SFG1998,1998,26,2,4,0.333,6.66,25,6,6,0,0,1,50,67,40,37,9,12,0,3,3,0,0,226,1.58,4.68,2.17,205,67,13,4,9,1,0,0.327,0.369,0.561,0.93,12,115,6,3,4,2,0,0.337,148,112
280,5183,SFG,SFG1999,1999,21,3,3,0.5,5.57,19,6,4,2,0,0,51.2,60,42,32,7,23,2,4,2,0,3,237,1.606,3.66,0.91,204,60,8,1,7,1,0,0.294,0.365,0.446,0.811,23,91,4,2,4,4,2,0.294,111,73
120,5183,SFG,SFG2000,2000,40,1,6,0.143,11.68,28,7,7,0,0,0,57,102,86,74,8,42,5,7,3,1,5,311,2.526,6.32,0.95,252,102,21,6,8,10,3,0.405,0.485,0.631,1.116,42,159,7,3,8,6,5,0.448,195,146
83,5183,SFG,SFG2001,2001,55,4,5,0.444,5.2,36,9,9,0,0,0,81.1,97,52,47,9,32,1,4,1,0,3,358,1.586,6.09,1.72,319,97,16,5,9,6,4,0.304,0.368,0.47,0.838,32,150,12,1,5,1,1,0.344,128,86
94,5183,SFG,SFG2002,2002,52,6,4,0.6,6.46,35,10,9,1,0,3,85,102,63,61,17,27,4,2,3,0,6,379,1.518,5.51,1.93,341,102,23,1,17,7,3,0.299,0.352,0.522,0.874,27,178,4,3,4,4,4,0.308,151,102
108,5183,SFG,SFG2003,2003,44,3,6,0.333,6.6,35,9,9,0,0,2,75,86,61,55,11,38,2,2,4,1,6,345,1.653,5.28,1.16,296,86,23,2,11,3,1,0.291,0.375,0.493,0.869,38,146,7,4,4,3,2,0.307,145,104
65,5183,SFG,SFG2004,2004,61,6,4,0.6,5.84,45,10,10,0,0,2,86.1,96,60,56,18,42,5,3,2,0,6,386,1.598,6.36,1.45,331,96,23,2,18,5,1,0.29,0.37,0.535,0.905,42,177,12,2,8,3,5,0.306,138,103
109,5183,SFG,SFG2005,2005,44,5,4,0.556,4.91,43,9,9,0,0,3,77,95,45,42,12,36,1,6,2,1,2,360,1.701,5.14,1.22,316,95,11,3,12,6,4,0.301,0.375,0.468,0.843,36,148,6,2,5,1,1,0.318,125,105
97,5183,SFG,SFG2006,2006,49,3,6,0.333,7.33,39,9,9,0,0,3,77.1,99,69,63,16,47,4,5,6,0,2,381,1.888,5.7,1.04,316,99,16,4,16,5,3,0.313,0.406,0.541,0.948,47,171,4,6,7,5,4,0.324,151,132
69,5183,SFG,SFG2007,2007,59,4,5,0.444,4.01,36,9,9,0,0,1,76.1,75,37,34,6,31,1,2,5,0,1,328,1.389,6.96,1.9,287,75,13,2,6,1,3,0.261,0.342,0.383,0.725,31,110,13,5,3,2,1,0.308,97,81
36,5183,SFG,SFG2008,2008,79,4,5,0.444,4.44,37,9,9,0,0,3,81,76,41,40,6,36,3,0,3,0,8,351,1.383,8.78,2.19,302,76,15,1,6,11,2,0.252,0.333,0.368,0.701,36,111,4,3,6,4,3,0.317,89,79
70,5183,SFG,SFG2009,2009,59,3,6,0.333,5.6,39,9,9,0,0,1,80.1,78,54,50,11,59,3,2,4,0,4,365,1.705,6.61,1,291,78,10,5,11,4,3,0.268,0.391,0.45,0.841,59,131,12,4,4,7,3,0.294,146,112
37,5183,SFG,SFG2010,2010,79,4,5,0.444,4.41,41,9,8,1,0,2,83.2,86,44,41,9,38,6,1,5,1,3,371,1.482,8.5,2.08,320,86,13,9,9,7,3,0.269,0.351,0.45,0.801,38,144,3,5,4,4,6,0.326,134,101
51,5183,SFG,SFG2011,2011,70,6,3,0.667,3.81,34,9,9,0,0,3,78,71,42,33,7,38,3,4,4,0,0,341,1.397,8.08,1.84,294,71,18,1,7,6,3,0.241,0.334,0.381,0.715,38,112,5,4,3,2,3,0.292,118,81
63,5183,SFG,SFG2012,2012,63,7,2,0.778,4.78,48,9,8,1,1,2,79,94,49,42,5,28,0,7,2,1,7,358,1.544,7.18,2.25,322,94,25,6,5,5,1,0.292,0.351,0.453,0.805,28,146,9,2,5,1,0,0.349,127,86
59,5183,SFG,SFG2013,2013,67,3,7,0.3,5.16,32,10,10,0,0,3,83.2,99,53,48,11,29,3,4,1,2,4,377,1.53,7.21,2.31,345,99,17,1,11,13,2,0.287,0.344,0.438,0.782,29,151,4,1,2,0,3,0.33,120,100
78,5183,SFG,SFG2014,2014,57,4,5,0.444,6.01,43,9,8,1,0,1,79.1,102,54,53,17,24,4,3,6,1,2,364,1.588,6.47,2.38,328,102,12,3,17,6,2,0.311,0.368,0.521,0.889,24,171,9,6,5,1,4,0.333,160,109
110,5183,SFG,SFG2015,2015,44,5,5,0.5,6.21,46,10,10,0,0,3,87,113,62,60,15,20,2,3,3,0,4,389,1.529,4.55,2.2,361,113,18,3,15,2,3,0.313,0.353,0.504,0.857,20,182,8,3,4,1,2,0.323,143,101
64,5183,SFG,SFG2016,2016,63,4,5,0.444,5.66,44,9,9,0,0,1,76.1,87,50,48,11,29,3,4,2,0,3,339,1.52,7.43,2.17,302,87,24,5,11,4,1,0.288,0.35,0.51,0.86,29,154,6,2,2,4,3,0.328,146,101
38,5183,SFG,SFG2017,2017,79,1,9,0.1,7.32,47,10,10,0,0,0,82.1,117,74,67,14,31,3,4,4,0,8,394,1.798,8.64,2.55,347,117,25,5,14,3,4,0.337,0.393,0.559,0.952,31,194,4,4,7,5,3,0.398,146,129
57,5183,SFG,SFG2018,2018,68,1,8,0.111,5.93,37,9,9,0,0,1,74.1,95,55,49,14,25,3,8,4,0,3,347,1.614,8.23,2.72,312,95,20,4,14,10,3,0.304,0.359,0.529,0.888,25,165,5,4,2,4,3,0.346,144,117
46,5183,SFG,SFG2019,2019,72,6,3,0.667,5.35,43,9,9,0,0,3,79,90,47,47,18,31,1,2,2,0,3,348,1.532,8.2,2.32,314,90,20,4,18,3,2,0.287,0.354,0.548,0.902,31,172,9,2,1,0,1,0.321,139,103
112,5183,SFG,SFG2020,2020,44,2,4,0.333,5.4,28,6,6,0,0,1,50,51,35,30,11,19,0,4,0,1,3,220,1.4,7.92,2.32,195,51,6,3,11,4,1,0.262,0.321,0.492,0.813,19,96,3,0,1,4,0,0.278,120,98
23,5183,STL,STL1993,1993,36,4,2,0.667,5.93,28,6,6,0,0,4,54.2,74,39,36,8,20,4,2,2,0,4,247,1.72,5.93,1.8,220,74,12,6,8,7,2,0.336,0.392,0.555,0.946,20,122,10,2,2,3,4,0.369,153,120
9,5183,STL,STL1994,1994,20,1,5,0.167,9.55,27,6,6,0,0,1,49,81,58,52,11,34,4,5,3,0,2,253,2.347,3.67,0.59,207,81,14,6,11,2,5,0.391,0.474,0.676,1.15,34,140,7,3,4,5,4,0.387,179,169
138,5183,STL,STL1995,1995,35,4,2,0.667,4.15,22,6,6,0,0,2,52,53,29,24,8,17,1,6,2,0,0,226,1.346,6.06,2.06,204,53,10,1,8,6,2,0.26,0.323,0.436,0.759,17,89,4,2,3,0,1,0.28,102,66
144,5183,STL,STL1996,1996,34,0,6,0,9.57,25,6,6,0,0,0,52.2,85,56,56,14,26,2,1,0,0,2,257,2.108,5.81,1.31,224,85,16,2,14,10,2,0.379,0.439,0.656,1.095,26,147,6,0,4,3,2,0.397,203,134
167,5183,STL,STL1997,1997,30,2,4,0.333,7.12,26,6,6,0,0,2,54.1,77,47,43,11,17,2,3,2,0,0,252,1.73,4.97,1.76,225,77,9,3,11,7,3,0.342,0.389,0.556,0.944,17,125,6,2,5,3,2,0.353,165,110
208,5183,STL,STL1998,1998,26,4,2,0.667,6.06,23,6,6,0,0,3,52,76,43,35,7,18,0,3,0,0,1,240,1.808,4.5,1.44,216,76,17,6,7,1,3,0.352,0.395,0.583,0.978,18,126,7,0,2,4,0,0.369,160,123
466,5183,STL,STL1999,1999,7,3,0,1,3.33,13,3,3,0,0,2,27,32,10,10,2,14,0,1,3,0,2,127,1.704,2.33,0.5,107,32,11,0,2,0,0,0.299,0.392,0.458,0.85,14,49,3,3,2,1,0,0.303,118,82
408,5183,STL,STL2000,2000,15,1,3,0.25,8.18,16,4,4,0,0,0,33,47,35,30,7,19,0,2,5,1,2,165,2,4.09,0.79,136,47,9,1,7,2,2,0.346,0.441,0.581,1.022,19,79,4,5,4,1,0,0.348,164,125
238,5183,STL,STL2001,2001,24,1,5,0.167,9.18,28,6,6,0,0,0,49,76,55,50,16,23,2,2,2,0,3,239,2.02,4.41,1.04,203,76,10,4,16,2,0,0.374,0.432,0.7,1.131,23,142,5,2,5,6,2,0.355,195,146
421,5183,STL,STL2002,2002,14,3,0,1,4.67,15,3,3,0,0,1,27,28,15,14,4,9,0,0,0,0,0,115,1.37,4.67,1.56,103,28,10,0,4,1,2,0.272,0.33,0.485,0.816,9,50,1,0,3,0,0,0.282,128,89
301,5183,STL,STL2003,2003,20,1,2,0.333,8.38,15,3,3,0,0,0,29,37,28,27,6,14,1,1,0,0,0,134,1.759,6.21,1.43,117,37,10,4,6,1,0,0.316,0.383,0.624,1.007,14,73,5,0,1,2,1,0.333,152,132
394,5183,STL,STL2004,2004,16,3,0,1,4,11,3,3,0,0,3,27,26,13,12,4,6,0,2,1,0,0,113,1.185,5.33,2.67,106,26,7,0,4,0,0,0.245,0.292,0.425,0.717,6,45,3,1,0,0,0,0.256,99,61
335,5183,STL,STL2005,2005,19,2,2,0.5,4.76,18,4,4,0,0,2,34,40,20,18,4,15,2,1,1,0,3,153,1.618,5.03,1.27,131,40,8,0,4,1,1,0.305,0.378,0.458,0.836,15,60,4,1,5,1,2,0.33,134,103
422,5183,STL,STL2006,2006,14,2,1,0.667,2.77,11,3,3,0,0,1,26,23,8,8,3,7,1,1,0,0,0,107,1.154,4.85,2,92,23,4,2,3,0,2,0.25,0.297,0.435,0.732,7,40,0,0,6,2,1,0.26,86,79
340,5183,STL,STL2007,2007,19,2,2,0.5,5.29,14,4,4,0,0,0,34,37,21,20,6,9,0,2,1,0,0,146,1.353,5.03,2.11,134,37,6,2,6,4,0,0.276,0.324,0.485,0.809,9,65,4,1,1,1,0,0.282,109,98
342,5183,STL,STL2008,2008,19,2,2,0.5,5.82,14,4,4,0,0,2,34,46,23,22,2,13,0,1,0,0,1,156,1.735,5.03,1.46,139,46,13,3,2,3,0,0.331,0.383,0.511,0.894,13,71,3,0,2,2,0,0.367,134,126
256,5183,STL,STL2009,2009,23,1,2,0.333,2.45,9,3,3,0,0,1,25.2,25,9,7,1,8,1,2,0,0,1,109,1.286,8.06,2.88,97,25,6,2,1,2,1,0.258,0.308,0.392,0.7,8,38,2,0,2,2,1,0.32,98,75
398,5183,STL,STL2010,2010,16,0,3,0,8.03,15,3,3,0,0,0,24.2,45,24,22,5,11,0,1,0,1,2,128,2.27,5.84,1.45,114,45,7,0,5,0,1,0.395,0.444,0.588,1.032,11,67,2,0,2,1,0,0.426,191,158
187,5183,STL,STL2011,2011,28,2,1,0.667,6.92,12,3,3,0,0,1,26,32,21,20,2,11,0,0,2,0,0,123,1.654,9.69,2.55,106,32,6,2,2,1,0,0.302,0.372,0.453,0.825,11,48,0,2,2,2,0,0.385,130,108
378,5183,STL,STL2012,2012,17,2,1,0.667,6.92,13,3,3,0,0,0,26,36,20,20,4,12,0,2,0,0,0,119,1.846,5.88,1.42,105,36,16,2,4,0,3,0.343,0.407,0.648,1.054,12,68,4,0,1,1,0,0.376,198,141
130,5183,STL,STL2013,2013,39,2,2,0.5,4.46,23,4,4,0,0,1,40.1,54,20,20,2,12,1,1,0,0,1,185,1.636,8.7,3.25,171,54,10,2,2,0,1,0.316,0.361,0.433,0.793,12,74,2,0,2,0,1,0.4,134,104
293,5183,STL,STL2014,2014,21,2,1,0.667,5.54,14,3,3,0,0,1,26,29,16,16,3,10,1,0,1,0,0,117,1.5,7.27,2.1,105,29,5,0,3,2,1,0.276,0.345,0.41,0.754,10,43,0,1,1,0,1,0.321,124,80
163,5183,STL,STL2015,2015,31,1,2,0.333,5.4,10,3,3,0,0,1,25,34,17,15,4,4,1,2,0,0,0,112,1.52,11.16,7.75,107,34,7,1,4,1,0,0.318,0.339,0.514,0.853,4,55,2,0,0,1,1,0.411,150,99
319,5183,STL,STL2016,2016,20,2,1,0.667,6.58,15,3,3,0,0,1,26,32,19,19,6,9,1,0,0,0,1,117,1.577,6.92,2.22,107,32,6,0,6,0,0,0.299,0.35,0.523,0.874,9,56,1,0,0,1,1,0.317,140,104
236,5183,STL,STL2017,2017,25,1,2,0.333,6.48,10,3,3,0,0,1,25,28,18,18,3,6,0,1,0,0,1,109,1.36,9,4.17,101,28,5,1,3,0,0,0.277,0.315,0.436,0.75,6,44,3,0,1,1,0,0.338,105,81
323,5183,STL,STL2018,2018,20,2,1,0.667,5.19,13,3,3,0,0,1,26,35,17,15,3,11,1,2,0,0,1,121,1.769,6.92,1.82,108,35,10,0,3,0,1,0.324,0.387,0.5,0.887,11,54,3,0,2,0,1,0.376,152,119
203,5183,STL,STL2019,2019,27,1,2,0.333,2.52,13,3,3,0,0,0,25,20,7,7,4,12,1,0,1,0,2,106,1.28,9.72,2.25,93,20,4,1,4,0,0,0.215,0.311,0.409,0.72,12,38,2,1,0,0,1,0.258,102,64
369,5183,TBD,TBD2002,2002,17,0,3,0,6.11,8,3,2,1,0,0,28,41,20,19,5,13,1,0,0,0,1,131,1.929,5.46,1.31,116,41,7,1,5,3,1,0.353,0.419,0.56,0.979,13,65,4,0,2,0,1,0.383,138,128
359,5183,TBD,TBD2007,2007,18,1,2,0.333,8.28,13,3,3,0,0,1,25,32,26,23,8,13,1,1,0,0,0,117,1.8,6.48,1.38,101,32,5,0,8,2,1,0.317,0.391,0.604,0.995,13,61,3,0,2,1,1,0.316,139,143
287,5183,TBR,TBR2009,2009,21,1,2,0.333,4.68,10,3,3,0,0,0,25,26,13,13,5,7,0,0,0,0,1,103,1.32,7.56,3,92,26,5,0,5,3,2,0.283,0.324,0.5,0.824,7,46,3,0,1,3,0,0.304,120,104
188,5183,TBR,TBR2013,2013,28,2,1,0.667,3.67,14,3,3,0,0,1,27,32,16,11,7,9,1,2,1,0,0,123,1.519,9.33,3.11,112,32,5,0,7,1,0,0.286,0.344,0.518,0.862,9,58,2,1,1,0,1,0.325,149,118
164,5183,TBR,TBR2016,2016,31,2,1,0.667,3.81,9,3,3,0,0,1,26,24,11,11,2,10,0,0,0,0,5,109,1.308,10.73,3.1,96,24,4,0,2,2,1,0.25,0.315,0.354,0.669,10,34,2,0,1,2,0,0.338,84,60
443,5183,TEX,TEX1997,1997,12,1,1,0.5,6.63,8,2,2,0,0,0,19,31,18,14,5,5,2,3,0,0,1,97,1.895,5.68,2.4,90,31,5,0,5,1,0,0.344,0.375,0.567,0.942,5,51,0,0,1,1,2,0.351,137,108
326,5183,TEX,TEX1998,1998,19,2,1,0.667,3.9,13,3,3,0,0,2,27.2,25,12,12,2,17,1,2,1,0,1,120,1.518,6.18,1.12,100,25,3,1,2,0,1,0.25,0.364,0.36,0.724,17,36,5,1,2,0,1,0.291,86,70
350,5183,TEX,TEX2000,2000,18,0,3,0,7.67,13,3,3,0,0,0,27,36,24,23,3,13,4,0,1,0,2,126,1.815,6,1.38,108,36,11,2,3,1,3,0.333,0.4,0.556,0.956,13,60,2,1,1,3,4,0.367,126,110
358,5183,TEX,TEX2006,2006,18,1,2,0.333,6.84,13,3,3,0,0,1,25,31,20,19,2,10,2,1,4,0,2,116,1.64,6.48,1.8,99,31,6,3,2,2,1,0.313,0.395,0.495,0.89,10,49,2,4,2,1,2,0.363,133,119
464,5183,TEX,TEX2014,2014,8,0,2,0,11.25,10,2,2,0,0,0,16,34,20,20,5,6,1,1,1,0,0,86,2.5,4.5,1.33,77,34,13,0,5,1,0,0.442,0.477,0.805,1.282,6,62,3,1,0,2,1,0.439,230,197
415,5183,TEX,TEX2015,2015,15,2,1,0.667,5.13,14,3,3,0,0,1,26.1,27,16,15,3,14,1,2,1,0,1,118,1.557,5.13,1.07,102,27,2,1,3,2,0,0.265,0.359,0.392,0.751,14,40,5,1,1,0,1,0.286,103,80
381,5183,TEX,TEX2016,2016,17,2,0,1,4,8,2,2,0,0,2,18,19,8,8,2,6,0,0,0,0,0,76,1.389,8.5,2.83,69,19,3,1,2,2,1,0.275,0.333,0.435,0.768,6,30,1,0,1,0,0,0.34,104,81
384,5183,TEX,TEX2020,2020,17,2,1,0.667,4.85,10,3,2,1,0,1,26,26,16,14,1,4,0,3,0,0,0,109,1.154,5.88,4.25,102,26,7,3,1,0,0,0.255,0.28,0.412,0.692,4,42,2,0,1,1,0,0.294,83,69
357,5183,TOR,TOR2006,2006,18,0,3,0,6.38,14,3,3,0,0,0,24,28,18,17,4,14,3,2,2,0,1,113,1.75,6.75,1.29,94,28,8,1,4,0,1,0.298,0.396,0.532,0.928,14,50,5,2,2,1,3,0.329,147,128
231,5183,TOR,TOR2010,2010,25,0,3,0,6.55,11,3,3,0,0,0,22,29,16,16,5,10,3,0,0,0,3,103,1.773,10.23,2.5,89,29,7,1,5,2,0,0.326,0.382,0.596,0.978,10,53,1,0,1,3,3,0.387,164,142
249,5183,TOR,TOR2016,2016,24,2,1,0.667,6.23,10,3,3,0,0,0,26,33,21,18,2,8,0,1,3,0,0,121,1.577,8.31,3,108,33,10,0,2,0,0,0.306,0.37,0.454,0.823,8,49,2,3,2,0,0,0.378,135,95
417,5183,TOR,TOR2019,2019,15,0,3,0,7.88,9,3,3,0,0,0,24,34,22,21,4,9,1,0,0,0,2,112,1.792,5.63,1.67,103,34,12,0,4,0,0,0.33,0.384,0.563,0.947,9,58,3,0,0,0,1,0.357,139,114
373,5183,WSN,WSN2005,2005,17,3,0,1,1.33,10,3,3,0,0,1,27,31,4,4,1,10,1,2,2,0,2,118,1.519,5.67,1.7,103,31,6,0,1,0,1,0.301,0.371,0.388,0.759,10,40,5,2,2,1,1,0.349,109,86
339,5183,WSN,WSN2006,2006,19,0,4,0,9.56,21,4,4,0,0,0,32,44,43,34,6,26,7,6,3,0,3,170,2.188,5.34,0.73,133,44,9,1,6,4,1,0.331,0.442,0.549,0.991,26,73,3,3,5,3,7,0.342,150,144
309,5183,WSN,WSN2007,2007,20,0,3,0,7.3,12,3,3,0,0,0,24.2,31,21,20,4,11,0,2,1,0,1,118,1.703,7.3,1.82,105,31,9,1,4,1,0,0.295,0.368,0.514,0.882,11,54,1,1,1,0,0,0.333,127,117
185,5183,WSN,WSN2008,2008,28,3,1,0.75,4.37,15,4,4,0,0,2,35,32,18,17,4,13,0,2,3,0,1,155,1.286,7.2,2.15,137,32,5,0,4,2,0,0.234,0.314,0.358,0.671,13,49,0,3,2,0,0,0.267,74,72
343,5183,WSN,WSN2009,2009,19,0,3,0,4.88,11,3,3,0,0,0,24,27,16,13,1,14,0,5,0,0,0,112,1.708,7.13,1.36,95,27,8,2,1,4,1,0.284,0.369,0.442,0.811,14,42,1,0,1,2,0,0.338,103,104
397,5183,WSN,WSN2010,2010,16,1,3,0.25,4.78,12,4,4,0,0,0,32,32,18,17,5,15,0,1,0,1,1,140,1.469,4.5,1.07,120,32,6,1,5,1,0,0.267,0.343,0.458,0.801,15,55,4,0,3,2,0,0.267,116,100
290,5183,WSN,WSN2011,2011,21,2,2,0.5,6.09,17,4,4,0,0,2,34,48,26,23,3,17,1,2,2,0,2,164,1.912,5.56,1.24,140,48,8,1,3,2,1,0.343,0.419,0.479,0.897,17,67,2,2,4,1,1,0.385,157,128
162,5183,WSN,WSN2012,2012,31,2,2,0.5,5.89,15,4,4,0,0,0,36.2,53,25,24,3,14,1,2,2,0,1,172,1.827,7.61,2.21,154,53,9,2,3,1,0,0.344,0.404,0.487,0.891,14,75,8,2,1,1,1,0.413,164,108
261,5183,WSN,WSN2013,2013,23,2,1,0.667,4.5,13,3,3,0,0,1,26,26,13,13,3,5,0,0,1,0,2,108,1.192,7.96,4.6,102,26,6,1,3,4,0,0.255,0.296,0.422,0.718,5,43,2,1,0,0,0,0.303,108,82
262,5183,WSN,WSN2014,2014,23,2,1,0.667,3.81,13,3,3,0,0,1,26,34,12,11,2,6,1,0,0,0,2,114,1.538,7.96,3.83,106,34,10,2,2,0,0,0.321,0.357,0.509,0.867,6,54,4,0,2,0,1,0.395,164,103
276,5183,WSN,WSN2015,2015,22,2,1,0.667,2.42,12,3,3,0,0,1,26,25,10,7,3,4,1,2,1,0,1,107,1.115,7.62,5.5,102,25,6,0,3,0,1,0.245,0.28,0.392,0.673,4,40,0,1,0,0,1,0.286,95,58
382,5183,WSN,WSN2016,2016,17,1,2,0.333,7.92,16,3,3,0,0,1,25,30,22,22,3,11,1,0,1,0,0,113,1.64,6.12,1.55,98,30,9,3,3,0,0,0.306,0.372,0.551,0.923,11,54,3,1,0,3,1,0.333,171,115
265,5183,WSN,WSN2017,2017,23,3,1,0.75,7.2,17,4,4,0,0,0,35,47,29,28,7,10,0,1,1,0,0,160,1.629,5.91,2.3,147,47,10,2,7,0,0,0.32,0.365,0.558,0.923,10,82,3,1,1,1,0,0.339,159,121
297,5183,WSN,WSN2018,2018,21,1,2,0.333,6.84,15,3,3,0,0,0,25,26,19,19,11,10,0,1,0,0,1,110,1.44,7.56,2.1,98,26,4,1,11,1,0,0.265,0.33,0.663,0.994,10,65,2,0,1,1,0,0.224,167,137
298,5183,WSN,WSN2019,2019,21,1,2,0.333,6.48,12,3,3,0,0,1,25,29,19,18,5,10,2,1,1,0,3,115,1.56,7.56,2.1,102,29,9,1,5,1,0,0.284,0.351,0.539,0.89,10,55,0,1,1,1,2,0.312,143,100